epoch,step,train/loss_epoch,train/loss_step,val/error_u,val/loss,val/loss_best
395,395,2038.9954833984375,,,,
396,396,,2031.9862060546875,,,
396,396,2031.9862060546875,,,,
397,397,,2030.368896484375,,,
397,397,2030.368896484375,,,,
398,398,,2019.7431640625,,,
398,398,2019.7431640625,,,,
399,399,,2003.050048828125,,,
399,399,2003.050048828125,,,,
400,400,,1994.4288330078125,,,
400,400,1994.4288330078125,,,,
401,401,,1991.4078369140625,,,
401,401,1991.4078369140625,,,,
402,402,,1982.4437255859375,,,
402,402,1982.4437255859375,,,,
403,403,,1969.655517578125,,,
403,403,1969.655517578125,,,,
404,404,,1961.6346435546875,,,
404,404,1961.6346435546875,,,,
405,405,,1955.956298828125,,,
405,405,1955.956298828125,,,,
406,406,,1946.3958740234375,,,
406,406,1946.3958740234375,,,,
407,407,,1935.82421875,,,
407,407,1935.82421875,,,,
408,408,,1929.1072998046875,,,
408,408,1929.1072998046875,,,,
409,409,,1923.043701171875,,,
409,409,1923.043701171875,,,,
410,410,,1913.535400390625,,,
410,410,1913.535400390625,,,,
411,411,,1903.5382080078125,,,
411,411,1903.5382080078125,,,,
412,412,,1896.525390625,,,
412,412,1896.525390625,,,,
413,413,,1890.28564453125,,,
413,413,1890.28564453125,,,,
414,414,,1881.979248046875,,,
414,414,1881.979248046875,,,,
415,415,,1873.0419921875,,,
415,415,1873.0419921875,,,,
416,416,,1865.693603515625,,,
416,416,1865.693603515625,,,,
417,417,,1858.9158935546875,,,
417,417,1858.9158935546875,,,,
418,418,,1850.9989013671875,,,
418,418,1850.9989013671875,,,,
419,419,,1842.6900634765625,,,
419,419,1842.6900634765625,,,,
420,420,,1835.4471435546875,,,
420,420,1835.4471435546875,,,,
421,421,,1828.8634033203125,,,
421,421,1828.8634033203125,,,,
422,422,,1821.6240234375,,,
422,422,1821.6240234375,,,,
423,423,,1813.690673828125,,,
423,423,1813.690673828125,,,,
424,424,,1806.1156005859375,,,
424,424,1806.1156005859375,,,,
425,425,,1799.274169921875,,,
425,425,1799.274169921875,,,,
426,426,,1792.5115966796875,,,
426,426,1792.5115966796875,,,,
427,427,,1785.311767578125,,,
427,427,1785.311767578125,,,,
428,428,,1777.958251953125,,,
428,428,1777.958251953125,,,,
429,429,,1770.9652099609375,,,
429,429,1770.9652099609375,,,,
430,430,,1764.33349609375,,,
430,430,1764.33349609375,,,,
431,431,,1757.6622314453125,,,
431,431,1757.6622314453125,,,,
432,432,,1750.727783203125,,,
432,432,1750.727783203125,,,,
433,433,,1743.7008056640625,,,
433,433,1743.7008056640625,,,,
434,434,,1736.8662109375,,,
434,434,1736.8662109375,,,,
435,435,,1730.2830810546875,,,
435,435,1730.2830810546875,,,,
436,436,,1723.783447265625,,,
436,436,1723.783447265625,,,,
437,437,,1717.20751953125,,,
